# Time	[IL6-gp80]	[IL6-gp80-gp130-JAK]	[gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)_ast2]	[(IL6-gp80-gp130-JAK)ast2-JAK]	[SHP2]	[STAT3C]	[(IL6-gp80-gp130-JAK)ast2-STAT3C]	[STAT3Cast]	[(IL6-gp80-gp130-JAK)ast2-STAT3Cast]	[SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast]	[SHP2ast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2]	[SHP2ast-Grb2]	[(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2]	[SHP2ast-Grb2-SOS]	[PP1-STAT3Cast]	[PP1]	[STAT3C-STAT3Cast]	[STAT3N]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2]	[STAT3Cast-STAT3Cast]	[STAT3Nast-STAT3Nast]	[STAT3Nast]	[PP2]	[PP2-STAT3Nast-STAT3Nast]	[STAT3N-STAT3Nast]	[Mrna-SOCS3N]	[Grb2]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Rafast-Phosp1]	[Rafast]	[Phosp1]	[MEK]	[MEK-Rafast]	[MEK-P]	[MEK-P-Phosp2]	[Phosp2]	[MEK-PP]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-PP]	[ERK-P-Phosp3]	[SOS]	[PP2-STAT3Nast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3]	[MEK-P-Rafast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP]	[MEK-PP-Phosp2]	[JAK]	[Mrna-SOCS3C]	[Ras-GTPast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2]	[ERK-P-MEK-PP]	[PP1-STAT3Cast-STAT3Cast]	[Grb2-SOS]	[Phosp3]	[ERK-PP-Phosp3]	
420000	6.08	0.0630026	0.0103626	0.000793453	0.00202229	3.21792e-05	93.9081	986.922	0.0133056	1.44929	2.9309e-05	0.795032	0.000277577	0.000161645	0.036826	0.000122022	0.0421751	0.000989598	0.0719635	0.353752	49.5493	0.00288507	0.0796425	0.00126166	0.397322	0.78599	1.97161	59.2036	0.226995	0.00567511	0.0196633	51.1937	1834.89	0.0151317	0.115819	66.7122	0.0302788	0.00756659	0.00189032	66.9924	41020	0.243573	631.444	14.7249	52.0488	0.260846	34996.6	0.0626306	0.032073	1.26488e-08	3.34036	0.235987	0.5694	0.00273397	0.00452472	0.31818	0.226279	0.00647677	0.0395371	17164.6	5.60504	1.36681e-07	0.0969812	33.3577	16663.7	3.39183e-06	
434000	6.08	0.0612363	0.010072	0.00074959	0.00198039	3.15127e-05	93.9096	987.078	0.013032	1.43262	2.83715e-05	0.766268	0.000261981	0.000158268	0.0360586	0.000119475	0.0412992	0.000969061	0.0704809	0.349726	49.5555	0.00283574	0.0778138	0.00119098	0.388232	0.757822	1.93563	59.2219	0.218928	0.00547342	0.0189584	51.1942	1826.21	0.0147476	0.112867	66.7195	0.0295213	0.0073745	0.00184233	66.9926	41040.7	0.237509	611.186	14.3568	52.4297	0.244276	34996.8	0.0586527	0.0300355	1.10927e-08	3.12819	0.235655	0.559182	0.00258077	0.00426836	0.311729	0.213457	0.00629518	0.0381133	17173.3	5.61362	1.19867e-07	0.0947742	33.3664	16663.9	2.97459e-06	
448000	6.08	0.0595751	0.0097988	0.000709475	0.00194075	3.08822e-05	93.911	987.226	0.0127731	1.41668	2.74943e-05	0.739396	0.000247724	0.000155073	0.0353328	0.000117067	0.0404707	0.000949634	0.0690779	0.345876	49.5614	0.00278892	0.0760859	0.00112635	0.37964	0.73149	1.90139	59.2392	0.211382	0.00528477	0.0182994	51.1948	1818.25	0.0143889	0.110112	66.7263	0.0288132	0.00719512	0.00179751	66.9928	41059.7	0.231838	592.521	14.0128	52.7853	0.229497	34997	0.0551043	0.0282181	9.79084e-09	2.93894	0.235342	0.54945	0.00244068	0.00403735	0.305618	0.201902	0.0061244	0.0367827	17181.3	5.62173	1.05801e-07	0.0926879	33.3746	16664.1	2.62551e-06	
462000	6.08	0.0580099	0.00954134	0.000672686	0.00190318	3.02845e-05	93.9124	987.365	0.0125276	1.40142	2.66716e-05	0.714238	0.000234654	0.000152047	0.0346451	0.000114785	0.0396857	0.000931225	0.0677481	0.34219	49.5671	0.00274441	0.0744502	0.00106709	0.371506	0.706823	1.86874	59.2555	0.20431	0.00510796	0.0176821	51.1952	1810.93	0.0140532	0.107533	66.7327	0.0281497	0.0070272	0.00175555	66.993	41077.4	0.226524	575.264	13.6904	53.1181	0.216247	34997.2	0.0519231	0.0265888	8.69278e-09	2.76927	0.235045	0.540166	0.00231224	0.00382827	0.299817	0.191445	0.00596348	0.0355366	17188.6	5.6294	9.39361e-08	0.0907123	33.3824	16664.2	2.33108e-06	
476000	6.08	0.0565324	0.00929831	0.000638857	0.00186752	2.97172e-05	93.9136	987.497	0.0122945	1.38679	2.58987e-05	0.690638	0.000222641	0.000149175	0.0339925	0.000112619	0.0389405	0.00091375	0.0664855	0.338655	49.5725	0.00270204	0.0728992	0.0010126	0.363791	0.683671	1.83759	59.271	0.19767	0.00494194	0.0171027	51.1957	1804.18	0.0137381	0.105113	66.7387	0.0275266	0.00686962	0.00171618	66.9931	41093.7	0.221532	559.256	13.3877	53.4304	0.204313	34997.3	0.0490578	0.0251212	7.75965e-09	2.61645	0.234763	0.531299	0.00219416	0.00363828	0.294303	0.181942	0.00581158	0.0343673	17195.4	5.63668	8.38534e-08	0.0888382	33.3898	16664.4	2.08087e-06	
490000	6.08	0.0551353	0.00906852	0.000607673	0.00183361	2.91778e-05	93.9149	987.623	0.0120728	1.37276	2.51711e-05	0.66846	0.000211571	0.000146445	0.0333721	0.000110561	0.0382321	0.000897138	0.0652849	0.335263	49.5777	0.00266165	0.0714263	0.000962393	0.356463	0.661901	1.8078	59.2858	0.191423	0.00478576	0.0165579	51.1962	1797.95	0.0134418	0.102837	66.7444	0.02694	0.00672142	0.00167916	66.9933	41108.9	0.216833	544.364	13.1028	53.7239	0.193517	34997.5	0.0464658	0.0237937	6.96119e-09	2.47821	0.234495	0.522817	0.00208533	0.00346499	0.289054	0.173275	0.00566795	0.0332682	17201.6	5.64359	7.52256e-08	0.0870579	33.3968	16664.5	1.86676e-06	
504000	6.08	0.0538122	0.0088509	0.000578859	0.00180132	2.86642e-05	93.9161	987.742	0.0118616	1.35927	2.44849e-05	0.64758	0.000201348	0.000143846	0.0327816	0.000108601	0.0375577	0.000881322	0.0641415	0.332002	49.5826	0.00262308	0.0700254	0.000916009	0.349493	0.641396	1.7793	59.2998	0.185537	0.0046386	0.0160448	51.1966	1792.19	0.0131625	0.100693	66.7497	0.0263869	0.00658176	0.00164426	66.9934	41123.1	0.2124	530.471	12.8341	54.0005	0.183712	34997.6	0.0441117	0.0225881	6.27359e-09	2.35265	0.234239	0.514695	0.0019848	0.00330639	0.28405	0.165343	0.00553193	0.0322332	17207.4	5.65016	6.77957e-08	0.085364	33.4035	16664.6	1.68238e-06	
518000	6.08	0.0525573	0.00864448	0.000552177	0.00177054	2.81744e-05	93.9172	987.855	0.0116602	1.3463	2.38367e-05	0.627892	0.000191884	0.000141369	0.0322186	0.000106733	0.0369147	0.000866242	0.0630512	0.328865	49.5874	0.00258621	0.0686911	0.000873064	0.342853	0.622052	1.75199	59.3131	0.179981	0.00449971	0.0155607	51.197	1786.86	0.0128988	0.098669	66.7547	0.0258642	0.00644989	0.00161132	66.9936	41136.4	0.208211	517.476	12.5803	54.2617	0.174774	34997.7	0.0419658	0.0214891	5.67794e-09	2.2382	0.233995	0.506909	0.00189173	0.00316076	0.279274	0.15806	0.00540292	0.031257	17212.7	5.65642	6.13592e-08	0.0837502	33.4099	16664.8	1.52266e-06	
532000	6.08	0.0513653	0.00844843	0.000527417	0.00174114	2.77069e-05	93.9183	987.963	0.0114679	1.3338	2.32235e-05	0.609297	0.000183105	0.000139005	0.0316812	0.000104951	0.0363009	0.000851847	0.0620101	0.325843	49.5919	0.00255092	0.0674185	0.000833221	0.336519	0.603774	1.72579	59.3258	0.17473	0.00436842	0.0151034	51.1974	1781.92	0.0126493	0.0967542	66.7595	0.0253693	0.00632513	0.00158015	66.9937	41148.8	0.204245	505.292	12.34	54.5087	0.166599	34997.8	0.0400028	0.0204838	5.1591e-09	2.13351	0.233762	0.499435	0.00180537	0.00302664	0.27471	0.151352	0.00528038	0.0303348	17217.7	5.66239	5.57528e-08	0.0822106	33.416	16664.9	1.38353e-06	
546000	6.08	0.0502317	0.00826196	0.000504394	0.00171305	2.72599e-05	93.9194	988.066	0.011284	1.32176	2.26425e-05	0.591709	0.000174945	0.000136745	0.0311676	0.000103247	0.0357142	0.000838087	0.0610147	0.32293	49.5963	0.0025171	0.0662034	0.000796182	0.330471	0.586478	1.70063	59.338	0.16976	0.00424415	0.0146706	51.1977	1777.32	0.0124129	0.0949399	66.764	0.0249001	0.0062069	0.00155061	66.9938	41160.5	0.200484	493.842	12.1122	54.7427	0.159096	34997.9	0.0382014	0.0195613	4.70485e-09	2.03743	0.23354	0.492255	0.0017251	0.00290276	0.270342	0.145156	0.00516383	0.0294624	17222.3	5.66809	5.08441e-08	0.0807401	33.4219	16665	1.26172e-06	
560000	6.08	0.049152	0.00808438	0.000482946	0.00168616	2.68321e-05	93.9204	988.164	0.011108	1.31015	2.20912e-05	0.575051	0.000167347	0.000134583	0.0306762	0.000101616	0.0351527	0.000824919	0.060062	0.320119	49.6005	0.00248466	0.0650416	0.000761685	0.324687	0.570089	1.67644	59.3496	0.165048	0.00412636	0.0142605	51.1981	1773.05	0.0121885	0.0932179	66.7682	0.0244545	0.00609468	0.00152257	66.9939	41171.5	0.196912	483.06	11.8958	54.9648	0.15219	34998	0.0365434	0.0187121	4.30525e-09	1.949	0.233327	0.48535	0.00165034	0.00278804	0.266159	0.139419	0.00505284	0.0286359	17226.6	5.67354	4.6526e-08	0.0793337	33.4274	16665.1	1.15456e-06	
574000	6.08	0.0481226	0.00791507	0.00046293	0.00166039	2.64223e-05	93.9213	988.258	0.0109393	1.29893	2.15674e-05	0.559251	0.000160258	0.000132512	0.0302055	0.000100054	0.0346149	0.000812304	0.0591491	0.317404	49.6046	0.0024535	0.0639296	0.000729498	0.31915	0.554539	1.65317	59.3607	0.160576	0.00401455	0.0138714	51.1984	1769.07	0.0119752	0.091581	66.7723	0.0240306	0.005988	0.00149592	66.994	41181.9	0.193513	472.887	11.69	55.1759	0.145816	34998.1	0.0350129	0.0179284	3.95213e-09	1.86737	0.233123	0.478703	0.00158058	0.00268154	0.262147	0.134093	0.00494701	0.0278519	17230.5	5.67876	4.27102e-08	0.0779873	33.4328	16665.1	1.05987e-06	
588000	6.08	0.04714	0.00775344	0.000444218	0.00163568	2.60292e-05	93.9223	988.349	0.0107775	1.28809	2.10691e-05	0.544247	0.000153634	0.000130527	0.029754	9.85566e-05	0.034099	0.000800205	0.0582734	0.31478	49.6085	0.00242354	0.0628641	0.000699415	0.313845	0.539767	1.63076	59.3714	0.156327	0.00390831	0.0135017	51.1987	1765.36	0.0117721	0.0900228	66.7762	0.0236267	0.00588642	0.00147054	66.9941	41191.7	0.190276	463.269	11.4939	55.3769	0.139917	34998.2	0.0335965	0.017203	3.6388e-09	1.79183	0.232927	0.472298	0.00151539	0.00258244	0.258297	0.129137	0.00484599	0.0271072	17234.3	5.68376	3.93242e-08	0.0766969	33.4379	16665.2	9.75843e-07	
602000	6.08	0.0462009	0.00759898	0.000426697	0.00161196	2.56517e-05	93.9232	988.435	0.0106221	1.2776	2.05945e-05	0.529981	0.000147434	0.00012862	0.0293207	9.71189e-05	0.0336038	0.000788589	0.0574325	0.312241	49.6123	0.00239472	0.0618422	0.000671252	0.308755	0.525717	1.60916	59.3816	0.152284	0.00380723	0.0131502	51.199	1761.9	0.0115785	0.0885373	66.7798	0.0232415	0.00578958	0.00144634	66.9942	41201.1	0.187188	454.162	11.307	55.5685	0.134444	34998.2	0.0322824	0.01653	3.35966e-09	1.72174	0.232739	0.466122	0.00145436	0.00249002	0.254597	0.124515	0.00474944	0.026399	17237.7	5.68856	3.63078e-08	0.0754588	33.4429	16665.3	9.00989e-07	
616000	6.08	0.0453025	0.00745121	0.000410265	0.00158916	2.5289e-05	93.9241	988.518	0.0104728	1.26745	2.01418e-05	0.516402	0.000141621	0.000126789	0.0289042	9.57375e-05	0.0331278	0.000777427	0.0566243	0.309783	49.6159	0.00236695	0.060861	0.000644847	0.303868	0.512338	1.58832	59.3914	0.148433	0.00371095	0.0128154	51.1993	1758.66	0.0113936	0.0871192	66.7834	0.0228736	0.00569713	0.00142325	66.9943	41209.9	0.184238	445.523	11.1284	55.7514	0.129354	34998.3	0.0310603	0.0159042	3.11007e-09	1.65656	0.232558	0.460162	0.00139714	0.00240364	0.251039	0.120195	0.00465709	0.0257248	17241	5.69316	3.36106e-08	0.0742699	33.4476	16665.3	8.34058e-07	
630000	6.08	0.0444423	0.00730971	0.000394832	0.00156723	2.49401e-05	93.9249	988.597	0.010329	1.25762	1.97097e-05	0.503461	0.000136164	0.000125027	0.0285037	9.44089e-05	0.0326701	0.00076669	0.0558468	0.307401	49.6195	0.00234019	0.059918	0.000620054	0.299171	0.499584	1.5682	59.4008	0.144761	0.00361915	0.0124963	51.1996	1755.63	0.0112169	0.0857639	66.7867	0.0225218	0.00560876	0.00140117	66.9944	41218.3	0.181417	437.315	10.9576	55.9262	0.12461	34998.4	0.0299212	0.0153209	2.88613e-09	1.59581	0.232384	0.454405	0.0013434	0.00232276	0.247614	0.11615	0.00456865	0.0250822	17244	5.69759	3.11905e-08	0.0731271	33.4522	16665.4	7.74003e-07	
644000	6.08	0.0436177	0.00717408	0.000380317	0.00154611	2.46041e-05	93.9258	988.674	0.0101907	1.24808	1.92968e-05	0.491116	0.000131033	0.000123332	0.0281182	9.31299e-05	0.0322294	0.000756354	0.0550981	0.305092	49.6229	0.00231437	0.059011	0.00059674	0.294653	0.487414	1.54876	59.4099	0.141256	0.00353152	0.0121918	51.1999	1752.79	0.0110478	0.0844669	66.7899	0.0221849	0.00552418	0.00138004	66.9945	41226.3	0.178715	429.506	10.7941	56.0935	0.12018	34998.4	0.0288574	0.0147761	2.68452e-09	1.53908	0.232217	0.44884	0.00129288	0.00224688	0.244315	0.112355	0.00448388	0.0244691	17246.8	5.70185	2.90119e-08	0.0720276	33.4566	16665.5	7.1994e-07	
658000	6.08	0.0428265	0.00704396	0.000366647	0.00152576	2.42804e-05	93.9265	988.747	0.0100573	1.23884	1.89018e-05	0.479328	0.000126202	0.000121698	0.0277468	9.18978e-05	0.0318048	0.000746394	0.0543767	0.302852	49.6262	0.00228944	0.0581378	0.000574788	0.290303	0.475789	1.52997	59.4186	0.137907	0.0034478	0.0119009	51.2002	1750.13	0.0108857	0.0832244	66.793	0.021862	0.00544316	0.00135979	66.9946	41233.9	0.176126	422.066	10.6375	56.2537	0.116034	34998.5	0.0278619	0.0142664	2.50248e-09	1.48598	0.232055	0.443458	0.00124531	0.00217557	0.241134	0.108789	0.00440254	0.0238836	17249.5	5.70594	2.70446e-08	0.0709689	33.4608	16665.5	6.7112e-07	
672000	6.08	0.0420668	0.006919	0.000353755	0.00150614	2.39683e-05	93.9273	988.818	0.00992868	1.22986	1.85235e-05	0.46806	0.000121648	0.000120123	0.0273886	9.07097e-05	0.0313954	0.00073679	0.0536808	0.300677	49.6294	0.00226535	0.0572965	0.000554092	0.286111	0.464674	1.51178	59.427	0.134705	0.00336773	0.0116228	51.2004	1747.63	0.0107303	0.0820327	66.796	0.0215522	0.00536544	0.00134038	66.9946	41241.1	0.173642	414.967	10.4871	56.4074	0.112146	34998.5	0.0269285	0.0137884	2.3376e-09	1.4362	0.231899	0.438248	0.00120046	0.00210844	0.238064	0.105432	0.00432445	0.0233238	17252	5.7099	2.52629e-08	0.0699487	33.4649	16665.6	6.26905e-07	
686000	6.08	0.0413367	0.00679891	0.000341583	0.0014872	2.3667e-05	93.9281	988.887	0.00980452	1.22114	1.81609e-05	0.45728	0.00011735	0.000118604	0.027043	8.95633e-05	0.0310002	0.000727521	0.0530092	0.298564	49.6325	0.00224205	0.0564853	0.000534555	0.282069	0.454037	1.49417	59.4352	0.131639	0.00329109	0.0113567	51.2007	1745.28	0.0105811	0.0808887	66.7988	0.0212546	0.00529082	0.00132173	66.9947	41248.1	0.171256	408.186	10.3427	56.555	0.108495	34998.6	0.0260519	0.0133395	2.18787e-09	1.38945	0.231749	0.433202	0.00115813	0.00204514	0.235101	0.102266	0.00424939	0.0227882	17254.4	5.7137	2.36447e-08	0.0689648	33.4688	16665.6	5.8675e-07	
700000	6.08	0.0406345	0.00668341	0.000330076	0.00146891	2.3376e-05	93.9288	988.953	0.00968458	1.21267	1.78131e-05	0.446957	0.000113288	0.000117136	0.0267092	8.84562e-05	0.0306186	0.00071857	0.0523605	0.29651	49.6355	0.00221951	0.0557025	0.000516091	0.278168	0.443849	1.4771	59.443	0.128702	0.00321766	0.0111018	51.2009	1743.07	0.0104377	0.0797892	66.8016	0.0209685	0.0052191	0.00130382	66.9948	41254.7	0.168961	401.701	10.2039	56.6968	0.10506	34998.6	0.0252272	0.0129172	2.05152e-09	1.34546	0.231604	0.428311	0.00111812	0.00198536	0.232237	0.0992768	0.00417719	0.0222752	17256.6	5.71738	2.21713e-08	0.0680151	33.4726	16665.7	5.50185e-07	
